"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-09-12T22:53:08Z"
"Version","20250912225308"
"OfferCode","AmazonEC2"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product Family","serviceCode","Location","Location Type","Instance Type","Current Generation","Instance Family","vCPU","Physical Processor","Clock Speed","Memory","Storage","Network Performance","Processor Architecture","Storage Media","Volume Type","Max Volume Size","Max IOPS/volume","Max IOPS Burst Performance","Max throughput/volume","Provisioned","Tenancy","EBS Optimized","Operating System","License Model","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","AvailabilityZone","CapacityStatus","ClassicNetworkingSupport","Dedicated EBS Throughput","ECU","Elastic Graphics Type","Enhanced Networking Supported","From Region Code","GPU","GPU Memory","Instance","Instance Capacity - 10xlarge","Instance Capacity - 12xlarge","Instance Capacity - 16xlarge","Instance Capacity - 18xlarge","Instance Capacity - 24xlarge","Instance Capacity - 2xlarge","Instance Capacity - 32xlarge","Instance Capacity - 4xlarge","Instance Capacity - 8xlarge","Instance Capacity - 9xlarge","Instance Capacity - large","Instance Capacity - medium","Instance Capacity - metal","Instance Capacity - xlarge","instanceSKU","Intel AVX2 Available","Intel AVX Available","Intel Turbo Available","MarketOption","Normalization Size Factor","Physical Cores","Pre Installed S/W","Processor Features","Product Type","Region Code","Resource Type","serviceName","SnapshotArchiveFeeType","To Region Code","Volume API Name","VPCNetworkingSupport"
"2223B6PCG6QAUYY6","38NPMPTW36","2223B6PCG6QAUYY6.38NPMPTW36.6YS6EN2CT7","Reserved","Windows with SQL Server Web (Amazon VPC), c6i.large reserved instance applied","2025-09-12","0","Inf","Hrs","0.1046300000","USD",,"3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","38NPMPTW36","2223B6PCG6QAUYY6.38NPMPTW36.2TG2D8R56U","Reserved","Upfront Fee","2025-09-12",,,"Quantity","2750","USD",,"3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","4NA7Y494T4","2223B6PCG6QAUYY6.4NA7Y494T4.6YS6EN2CT7","Reserved","Windows with SQL Server Web (Amazon VPC), c6i.large reserved instance applied","2025-09-12","0","Inf","Hrs","0.2372200000","USD",,"1yr","No Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","6QCMYABX3D","2223B6PCG6QAUYY6.6QCMYABX3D.6YS6EN2CT7","Reserved","USD 0.0 per Windows with SQL Server Web (Amazon VPC), c6i.large reserved instance applied","2025-09-12","0","Inf","Hrs","0.0000000000","USD",,"1yr","All Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","6QCMYABX3D","2223B6PCG6QAUYY6.6QCMYABX3D.2TG2D8R56U","Reserved","Upfront Fee","2025-09-12",,,"Quantity","2033","USD",,"1yr","All Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","7NE97W5U4E","2223B6PCG6QAUYY6.7NE97W5U4E.6YS6EN2CT7","Reserved","Windows with SQL Server Web (Amazon VPC), c6i.large reserved instance applied","2025-09-12","0","Inf","Hrs","0.2489500000","USD",,"1yr","No Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","BPH4J8HBKS","2223B6PCG6QAUYY6.BPH4J8HBKS.6YS6EN2CT7","Reserved","Windows with SQL Server Web (Amazon VPC), c6i.large reserved instance applied","2025-09-12","0","Inf","Hrs","0.2132400000","USD",,"3yr","No Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","CUZHX8X6JH","2223B6PCG6QAUYY6.CUZHX8X6JH.6YS6EN2CT7","Reserved","Windows with SQL Server Web (Amazon VPC), c6i.large reserved instance applied","2025-09-12","0","Inf","Hrs","0.1223500000","USD",,"1yr","Partial Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","CUZHX8X6JH","2223B6PCG6QAUYY6.CUZHX8X6JH.2TG2D8R56U","Reserved","Upfront Fee","2025-09-12",,,"Quantity","1072","USD",,"1yr","Partial Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","HU7G6KETJZ","2223B6PCG6QAUYY6.HU7G6KETJZ.6YS6EN2CT7","Reserved","Windows with SQL Server Web (Amazon VPC), c6i.large reserved instance applied","2025-09-12","0","Inf","Hrs","0.1167600000","USD",,"1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","HU7G6KETJZ","2223B6PCG6QAUYY6.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2025-09-12",,,"Quantity","1023","USD",,"1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","JRTCKXETXF","2223B6PCG6QAUYY6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.2773 per Dedicated Windows with SQL Web c6i.large Instance Hour","2025-09-01","0","Inf","Hrs","0.2773000000","USD",,,,,"Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","MZU6U2429S","2223B6PCG6QAUYY6.MZU6U2429S.6YS6EN2CT7","Reserved","USD 0.0 per Windows with SQL Server Web (Amazon VPC), c6i.large reserved instance applied","2025-09-12","0","Inf","Hrs","0.0000000000","USD",,"3yr","All Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","MZU6U2429S","2223B6PCG6QAUYY6.MZU6U2429S.2TG2D8R56U","Reserved","Upfront Fee","2025-09-12",,,"Quantity","5655","USD",,"3yr","All Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","NQ3QZPMQV9","2223B6PCG6QAUYY6.NQ3QZPMQV9.6YS6EN2CT7","Reserved","USD 0.0 per Windows with SQL Server Web (Amazon VPC), c6i.large reserved instance applied","2025-09-12","0","Inf","Hrs","0.0000000000","USD",,"3yr","All Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","NQ3QZPMQV9","2223B6PCG6QAUYY6.NQ3QZPMQV9.2TG2D8R56U","Reserved","Upfront Fee","2025-09-12",,,"Quantity","5421","USD",,"3yr","All Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","R5XV2EPZQZ","2223B6PCG6QAUYY6.R5XV2EPZQZ.6YS6EN2CT7","Reserved","Windows with SQL Server Web (Amazon VPC), c6i.large reserved instance applied","2025-09-12","0","Inf","Hrs","0.1081700000","USD",,"3yr","Partial Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","R5XV2EPZQZ","2223B6PCG6QAUYY6.R5XV2EPZQZ.2TG2D8R56U","Reserved","Upfront Fee","2025-09-12",,,"Quantity","2843","USD",,"3yr","Partial Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","VJWZNREJX2","2223B6PCG6QAUYY6.VJWZNREJX2.6YS6EN2CT7","Reserved","USD 0.0 per Windows with SQL Server Web (Amazon VPC), c6i.large reserved instance applied","2025-09-12","0","Inf","Hrs","0.0000000000","USD",,"1yr","All Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
"2223B6PCG6QAUYY6","VJWZNREJX2","2223B6PCG6QAUYY6.VJWZNREJX2.2TG2D8R56U","Reserved","Upfront Fee","2025-09-12",,,"Quantity","2129","USD",,"1yr","All Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c6i.large","Yes","Compute optimized","2","Intel Xeon 8375C (Ice Lake)","3.5 GHz","4 GiB","EBS only","Up to 12500 Megabit","64-bit",,,,,,,,"Dedicated",,"Windows","No License required",,,,,,,,"APN1-DedicatedUsage:c6i.large","RunInstances:0202","NA","Used","false","Up to 10000 Mbps","NA",,"Yes",,,"NA",,,,,,,,,,,,,,,,,"Yes","Yes","Yes","OnDemand","4",,"SQL Web","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",,"ap-northeast-1",,"Amazon Elastic Compute Cloud",,,,"true"
